name,jurisdiction,jurisdictionType,entityType,status,statusDescription,birthyear,birthmonth,birthday,deathyear,deathmonth,deathday,zipcode
MEDIA REPRESENTATIVES INC.,PHILIPPINES,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,1949,08,08,NONE,NONE,NONE,10017
SERVICIO DE EXPRESO ALFA S.A.,CUBA,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,1949,10,05,NONE,NONE,NONE,10004
COMPAGNIE BELGE DE TRANSPORTS AERIENS,BELGIUM,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,1949,11,04,NONE,NONE,NONE,10017
VIKING PHOENIX CORPORATION,PANAMA,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,1950,08,01,NONE,NONE,NONE,10006
CANADIAN AND GENERAL DEVELOPMENT CORPORATION,PANAMA,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,1950,08,02,NONE,NONE,NONE,10020
COLON BROTHERS INC.,PUERTO RICO,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,1950,10,26,NONE,NONE,NONE,10035
AUTOMATIC TOTALISATORS (U.S.A.) LIMITED,AUSTRALIA,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,1951,01,21,NONE,NONE,NONE,10005
REDERIAKTIEBOLAGET CLIPPER,SWEDEN,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,1951,03,28,NONE,NONE,NONE,10005
COMPANIA CENTROAMERICANA DE COMERCIOS.A.,PANAMA,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,1951,05,25,NONE,NONE,NONE,10036
COMMONWEALTH ARTIFICIAL FLOWERS LTD.,CANADA,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,1951,06,05,NONE,NONE,NONE,10029
SOUTH AFRICAN TOURIST CORPORATION,SOUTH AFRICA,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,1951,09,28,NONE,NONE,NONE,10017
MERCANTIL PAULISTA S/A,BRAZIL,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,1951,10,05,NONE,NONE,NONE,10017
KONINKLIJKE LUCHTVAART MAATSCHAPPIJ N.V.,NETHERLANDS ANTILLES,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,1951,10,26,NONE,NONE,NONE,10017
COCO RICO BEVERAGES CORPORATION,PUERTO RICO,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,1952,04,03,NONE,NONE,NONE,10456
NIELSON & MAXWELL LIMITED,UNITED KINGDOM,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,1952,03,26,NONE,NONE,NONE,10006
N.V. BISCUIT-EN CHOCOLADEFABRIEK VICTORIA,NETHERLANDS ANTILLES,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,1952,07,31,NONE,NONE,NONE,10036
COMPANIA ANONIMA MINAPATEN,VENEZUELA,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,1952,08,04,NONE,NONE,NONE,10017
WORLD NAVIGATION CORPORATION,LIBERIA,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,1952,08,15,NONE,NONE,NONE,10004
BRITISH IRON & STEEL CORPORATION LIMITED,UNITED KINGDOM,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,1948,12,14,NONE,NONE,NONE,10005
EDWARD BARBER & SON LIMITED,GABON,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,1949,06,10,NONE,NONE,NONE,10038
CONSUELO MINING COMPANY,CUBA,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,1953,05,19,NONE,NONE,NONE,10005
LA INDUSTRIALIZADORA DEL SISAL S.A.,MEXICO,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,1953,09,15,NONE,NONE,NONE,10006
NORCAN LTD.,CANADA,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,1953,12,09,NONE,NONE,NONE,10006
COMMONWEALTH OIL REFINING COMPANY INC.,PUERTO RICO,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,1954,02,11,NONE,NONE,NONE,10172
TRANSPORTADORA MARITIMA VENEZOLANA SOCIEDAD ANONIMA,VENEZUELA,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,1954,03,12,NONE,NONE,NONE,10004
PEPSI-COLA INTERNATIONAL LTD.,CANADA,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,1954,03,15,NONE,NONE,NONE,10022
PUNGHAN INDUSTRIAL CO. LTD.,"KOREA,SOUTH",world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,1954,06,02,NONE,NONE,NONE,10025
TRANSCONTINENTAL SERVICE CORPORATION,PANAMA,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,1954,08,20,NONE,NONE,NONE,10038
CARIBE TIME PRODUCTS INC.,VIRGIN ISLANDS,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,1954,12,21,1995,09,27,10020
BUREAU VERITAS,FRANCE,world,FOREIGN BUSINESS CORPORATION,INACTIVE,SURRENDER OF AUTHORITY,1954,08,18,2009,02,25,10103
BECHLER SERVICE CORPORATION,SWITZERLAND,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,1955,02,09,NONE,NONE,NONE,11101
KUNEX TRANSPORTATION COMPANY,CUBA,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,1956,10,25,NONE,NONE,NONE,10013
THE NEW YORKER SEWING MACHINE COMPANY,CUBA,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,1956,11,21,NONE,NONE,NONE,10005
KAYSER-ROTH INTERNATIONAL S.A.,VENEZUELA,world,FOREIGN BUSINESS CORPORATION,INACTIVE,SURRENDER OF AUTHORITY,1956,09,07,1987,09,15,10023
REFINEX TRADING CO. LTD.,CANADA,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,1955,01,03,NONE,NONE,NONE,10005
ADOLF STAHLS AKTIEBOLAG,SWEDEN,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,1955,01,25,NONE,NONE,NONE,10007
YAMAICHI SECURITIES COMPANY LTD.,JAPAN,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,1955,02,18,NONE,NONE,NONE,10006
LATIN AMERICAN ENTERPRISES CORPORATION,PANAMA,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,1955,04,12,NONE,NONE,NONE,10022
ROLANDIA S. A.,PANAMA,world,FOREIGN BUSINESS CORPORATION,INACTIVE,TERMINATION,1955,06,30,1994,03,29,10004
MILBRIT INTERNATIONAL ASSOCIATES INC.,PANAMA,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,1955,08,09,NONE,NONE,NONE,10002
HEMISPHERE PAPER COMPANY S.A.,PANAMA,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,1955,08,16,NONE,NONE,NONE,10017
EASTERN EXPRESS LIMITED,UNITED KINGDOM,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,1955,11,10,NONE,NONE,NONE,10001
SCHWABACH COMPANY OF CANADA LTD.,CANADA,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,1956,03,13,NONE,NONE,NONE,10005
LENAL WOOD PRODUCTS LIMITED,GABON,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,1956,03,16,NONE,NONE,NONE,10025
THE BERMUDA SHOP LIMITED,BERMUDA,world,FOREIGN BUSINESS CORPORATION,INACTIVE,SURRENDER OF AUTHORITY,1956,05,28,1990,07,25,10022
THE S.A. ROCKET IMPORT AND EXPORT COMPANY EN ESPANOL EL ROCKET S.A. COMPANIES IMPORTADORA Y EXPORTADORA,CUBA,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,1957,04,08,NONE,NONE,NONE,10024
CRESTA CORPORATION S.A.,PANAMA,world,FOREIGN BUSINESS CORPORATION,INACTIVE,SURRENDER OF AUTHORITY,1958,04,03,1985,09,20,10166
SAN JUAN DRAMA FESTIVAL INC.,PUERTO RICO,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,1958,07,15,NONE,NONE,NONE,10024
PERUVIAN CORPORATION LIMITED,GABON,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,1958,09,30,NONE,NONE,NONE,10005
KARDAR CANADIAN OILS LIMITED,CANADA,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,1958,11,12,NONE,NONE,NONE,10006
OLYMPIC AIRWAYS S.A.,GREECE,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,1958,11,26,NONE,NONE,NONE,10022
A. FISHER FOODS LTD.,CANADA,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,1959,03,16,NONE,NONE,NONE,10018
TRIBOAT PLASTICS INC.,PUERTO RICO,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,1959,04,28,NONE,NONE,NONE,10019
ANTARA NATIONAL NEWS AGENCY FOUNDATION,INDONESIA,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,1959,06,02,NONE,NONE,NONE,10016
TYRONE MINES LIMITED,CANADA,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,1959,06,08,NONE,NONE,NONE,10022
PUERTO RICO INDUSTRIAL MANUFACTURING CORPORATION,PUERTO RICO,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,1959,07,24,NONE,NONE,NONE,10038
THE DAIWA SECURITIES CO. LTD.,JAPAN,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,1959,08,10,NONE,NONE,NONE,10006
METRO-GOLDWYN-MAYER INTERNATIONAL INC.,PANAMA,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,1959,09,17,NONE,NONE,NONE,10017
UNIAO BRASIL BOLIVIA DE PETROLEO S.A.,BRAZIL,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,1959,10,21,NONE,NONE,NONE,10005
ROBERT CHEMICAL COMPANY LTD.,CANADA,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,1959,11,27,NONE,NONE,NONE,10004
N.V. USAHA INDUSTRI INDONESIAABBREVIATEDN.V.USINDE (INDUSTRIAL DEVELOPMENT CORPORATION LIMITED),INDONESIA,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,1959,12,14,NONE,NONE,NONE,10110
TRANSOCEANIC-AOFC LTD.,CANADA,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,1960,01,19,NONE,NONE,NONE,10111
CONSOLIDATED CORK INTERNATIONAL CORP.,PANAMA,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,1960,02,04,NONE,NONE,NONE,11232
SILICA DEVELOPMENT CORPORATION,LIBERIA,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,1960,02,15,NONE,NONE,NONE,10004
BOOZ-ALLEN & HAMILTON INTERNATIONAL INC.,PANAMA,world,FOREIGN BUSINESS CORPORATION,INACTIVE,SURRENDER OF AUTHORITY,1960,03,25,1994,04,01,10178
TRANSCONTINENTAL SOCIEDAD ANONIMA DE TRANSPORTES COMERCIAL E INDUSTRIAL,ARGENTINA,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,1960,04,29,NONE,NONE,NONE,10022
SAMOS LTD.,CANADA,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,1960,08,01,NONE,NONE,NONE,10036
HAKUHODO INCORPORATED,JAPAN,world,FOREIGN BUSINESS CORPORATION,INACTIVE,SURRENDER OF AUTHORITY,1960,09,07,1999,03,30,10016
ROULETTE FILMS INC.,PANAMA,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,1960,11,22,NONE,NONE,NONE,10022
COPTHALL TRAVEL LIMITED,GABON,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,1960,11,30,NONE,NONE,NONE,10017
JACKSONS AUSTRALIAN MEATS PROPRIETARY LIMITED,AUSTRALIA,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,1961,01,03,NONE,NONE,NONE,10011
BRUSSELS VENTURES LTD.,BELGIUM,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,1961,01,24,NONE,NONE,NONE,10005
HOWMEDICA INTERNATIONAL INC.,PANAMA,world,FOREIGN BUSINESS CORPORATION,INACTIVE,SURRENDER OF AUTHORITY,1961,02,08,1994,10,14,10017
CORONET COMPANY LIMITED,BERMUDA,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,1961,02,09,NONE,NONE,NONE,10010
IGLESIA EVANGELICA UNIDA DE PUERTO RICO,PUERTO RICO,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,1961,03,15,NONE,NONE,NONE,10459
CRAFTSMANS HOUSE,MOROCCO,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,1961,04,17,NONE,NONE,NONE,10036
TYCO INDUSTRIES INC.,PANAMA,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,1961,06,14,NONE,NONE,NONE,10001
EMPRESA DE TRANSPORTES AEROVIASBRASILIA S.A.,BRAZIL,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,1961,06,22,NONE,NONE,NONE,10110
INTERCONTINENTAL ADVISORY CORPORATION,BERMUDA,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,1961,07,07,NONE,NONE,NONE,10025
KENT COMMERCIAL CORP.,PANAMA,world,FOREIGN BUSINESS CORPORATION,INACTIVE,MERGED OUT,1961,10,05,1985,01,31,10017
DEUTSCHES LUFTRACHTKONTOR GESELLSCHAFT MIT BESCHRANKTER HAFTUNG & CO.,GERMANY,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,1961,12,11,2003,03,26,11430
ALCOA OF AUSTRALIA PROPRIETARY LIMITED,AUSTRALIA,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,1962,03,20,NONE,NONE,NONE,10011
LA IGLESIA DE DIOS DE LOS ESTADOS UNIDOS DE AMERICA INC.,PUERTO RICO,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,1962,04,16,NONE,NONE,NONE,10036
BRITISH COMMONWEALTH INTERNATIONAL NEWSFILM AGENCY LIMITED,UNITED KINGDOM,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,1962,04,16,NONE,NONE,NONE,10036
NEPTUNIA CORPORATION LIMITED,HONG KONG,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,1962,05,01,NONE,NONE,NONE,10022
PAKISTAN INTERNATIONAL AIRLINES CORPORATION,PAKISTAN,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,1962,05,31,NONE,NONE,NONE,10169
WOOLNOR CORPORATION,PUERTO RICO,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,1962,07,10,NONE,NONE,NONE,10022
BOWIE MINES LIMITED,CANADA,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,1962,07,27,NONE,NONE,NONE,10022
INDUSTRIAL PSYCHOLOGY INC.,VIRGIN ISLANDS,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,1962,11,13,NONE,NONE,NONE,10016
TOHO KABUSHIKI KAISHA,JAPAN,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,1963,01,18,NONE,NONE,NONE,10036
ABC WORLDVISION LIMITED,"BAHAMAS, THE",world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,1963,02,07,NONE,NONE,NONE,10023
WEST INDIA TRANSPORTS INCORPORATED,LIBERIA,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,1963,06,05,NONE,NONE,NONE,10004
JOSE PERDOMO EXPORT AND IMPORT CORP. S.A.,PANAMA,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,1963,07,05,NONE,NONE,NONE,10013
FRONTINO GOLD MINES LIMITED,GABON,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,1957,01,21,NONE,NONE,NONE,10017
C.C.D. PROCESSES LIMITED,CANADA,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,1957,01,28,NONE,NONE,NONE,10016
INGALLS-TAIWAN SHIPBUILDING AND DRY DOCK COMPANY,LIBERIA,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,1957,02,06,NONE,NONE,NONE,10177
ALITALIA - LINEE AEREE ITALIANE - SOCIETA PER AZIONI,ITALY,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,1957,03,04,2012,01,25,10118
COMPANIA DE ACERO DEL PACIFICO S.A.,CHILE,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,1957,07,01,NONE,NONE,NONE,10005
S.A. DOVAR-INTERNATIONAL SHIPPING AND TRADING COMPANY,PANAMA,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,1957,09,06,NONE,NONE,NONE,10004
RNYC SECURITIES LIMITED,CANADA,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,1957,10,30,NONE,NONE,NONE,10005
PD MINES LIMITED,CANADA,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,1957,11,13,NONE,NONE,NONE,10016
SERENA COMPANIA NAVIERA S.A.,PANAMA,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,1958,03,12,NONE,NONE,NONE,10022
RAMIREZ DE ARELLANO CONSTRUCTION CORP.,PUERTO RICO,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,1968,11,27,1995,09,27,10017
RED STAR EXPRESS LINES OF ONTARIO LTD.,CANADA,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,1964,03,10,NONE,NONE,NONE,10011
ASSOCIATED MINERALS CONSOLIDATED LIMITED,AUSTRALIA,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,1964,03,24,NONE,NONE,NONE,10017
SOCIETE MAROCAINE POUR LEXPOSITION UNIVERSELLE DE NEW YORK,MOROCCO,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,1964,04,07,NONE,NONE,NONE,10017
AKTIEBOLAGET NORDISKA KOMPANIET,SWEDEN,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,1964,04,21,NONE,NONE,NONE,10165
AMSCO INTERNATIONAL,BELGIUM,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,1964,07,21,NONE,NONE,NONE,10011
MAISLIN TRANSPORT LTD.,CANADA,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,1964,11,18,1995,09,27,10005
AKME TECHNICAL CONTRACTING COMPANY LIMITED,GREECE,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,1965,04,09,NONE,NONE,NONE,11358
TAIYO SHOUN CO. LTD.,JAPAN,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,1965,04,12,NONE,NONE,NONE,10005
YAVA LINES LIMITED,CANADA,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,1965,04,13,NONE,NONE,NONE,10022
ZUNIGA INTERNATIONAL CORPORATION,PANAMA,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,1965,04,14,NONE,NONE,NONE,10022
XEBEX CORPORATION,PANAMA,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,1965,06,21,NONE,NONE,NONE,10006
PHOENIX COMPANIA DE NAVEGACION S.A. PRPUBLIC OF PANAMA,PANAMA,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,1965,08,20,NONE,NONE,NONE,10036
FAMARTISTS PRODUCTIONS S.A.,SWITZERLAND,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,1965,08,30,NONE,NONE,NONE,10017
CESKE AEROLINIE A.S. INC.,CZECH REPUBLIC,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,1965,11,03,NONE,NONE,NONE,10019
BROWN BROTHERS SHIPPING COMPANY LIMITED,SOUTH AFRICA,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,1965,11,16,2004,09,29,10001
GREGSON & WIGAN LIMITED,UNITED KINGDOM,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,1965,11,30,NONE,NONE,NONE,10022
VALLON CORPORATION,PANAMA,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,1966,01,27,NONE,NONE,NONE,10451
LAIPEX S.R.1.,ITALY,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,1966,04,11,NONE,NONE,NONE,10022
ROYAL CROWN COLA INTERNATIONAL LIMITED,"BAHAMAS, THE",world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,1966,07,18,NONE,NONE,NONE,10022
AMINTADS INC.,PANAMA,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,1966,12,27,1995,09,27,10005
ISLANDS & INTERNATIONAL COMPANY LTD.,"BAHAMAS, THE",world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,1966,12,30,NONE,NONE,NONE,10021
S.A. AMPRESS,SWITZERLAND,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,1967,09,28,1981,06,24,10454
PREMIER EQUIPMENT PTY. LIMITED,AUSTRALIA,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,1967,10,31,NONE,NONE,NONE,10017
THE JAMAICA FASHION EXPORT GUILD LIMITED,JAMAICA,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,1967,11,21,NONE,NONE,NONE,10018
BIOLOGICAL COSMETICS,SWITZERLAND,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,1968,01,29,NONE,NONE,NONE,10038
CONDOMINIO DARLINGTON INC.,PUERTO RICO,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,1968,02,19,NONE,NONE,NONE,10459
KINGMAN MINES LIMITED,CANADA,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,1968,03,01,1981,06,24,10022
OCCIDENTAL PETROLEUM INTERNATIONAL INC.,LIBERIA,world,FOREIGN BUSINESS CORPORATION,INACTIVE,TERMINATION,1968,07,24,1989,09,12,10019
UNIVERSAL CRUISE LINE INC.,PANAMA,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,1968,09,25,NONE,NONE,NONE,10006
J. D. BRANSON INCORPORATED,INDONESIA,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,1968,11,01,1981,06,24,10017
PROSPECT INDUSTRIES INC.,VIRGIN ISLANDS,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,1968,11,12,NONE,NONE,NONE,10017
IRAN NATIONAL AIRLINES CORP.,IRAN,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,1970,05,12,1995,09,27,10019
99 JOHN CORPORATION N. V.,NETHERLANDS ANTILLES,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,1970,05,06,NONE,NONE,NONE,10005
THE CHELSEA COBBLER LIMITED,UNITED KINGDOM,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,1970,04,16,2004,12,29,10017
VIHOLD CORP.,LIBERIA,world,FOREIGN BUSINESS CORPORATION,INACTIVE,SURRENDER OF AUTHORITY,1973,09,24,2003,10,01,10022
TAI HARBOUR INDUSTRIES LTD.,HONG KONG,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,1973,12,04,1995,09,27,10016
F.T. (WORLD BUSINESS WEEKLY) LIMITED,UNITED KINGDOM,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,1973,12,27,NONE,NONE,NONE,10005
TAI YUEN TEXTILE COMPANY LIMITED,TAIWAN,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,1972,09,11,NONE,NONE,NONE,10001
ROSENTHAL INTERNATIONAL LIMITED,"BAHAMAS, THE",world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,1972,09,19,NONE,NONE,NONE,10036
N. V. KAVENCO,NETHERLANDS ANTILLES,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,1972,12,01,2003,12,31,10017
SERVICE RESOURCES CORPORATION,PANAMA,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,1973,01,10,1995,09,27,10017
TRANSAMMONIA INTERNATIONAL LIMITED,"BAHAMAS, THE",world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,1973,01,22,NONE,NONE,NONE,10016
SOFICO NORTH AMERICA INC.,CANADA,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,1973,02,13,NONE,NONE,NONE,10016
DOMINION SECURITIES-TRADITION LIMITED,CANADA,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,1973,02,22,1996,03,20,10005
KUWAIT PETROLEUM CORPORATION (WESTERN HEMISPHERE) INC.,KUWAIT,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,1973,02,27,2004,06,30,10017
VALENCIA SHIPPING CORPORATION,LIBERIA,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,1973,05,15,NONE,NONE,NONE,10004
MARLIN INTERLIGHT LIMITED,UNITED KINGDOM,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,1973,06,06,2002,12,24,10005
DOUBLE ELEPHANT PRESS LIMITED,"BAHAMAS, THE",world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,1973,07,13,1995,09,27,10172
BAKEBRO CENTROAMERICANA SOCIEDAD ANONIMA,COSTA RICA,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,1969,01,02,NONE,NONE,NONE,10017
THE DISTILLERS COMPANY (EXPORT) LIMITED,GABON,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,1969,05,08,1995,09,27,10017
QANTAS AIRWAYS LIMITED,AUSTRALIA,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,1969,05,19,NONE,NONE,NONE,10016
LATCO CONSTRUCTION LTD.,CANADA,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,1969,06,20,NONE,NONE,NONE,10005
H. HOFFMANN & SONNER INC.,DENMARK,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,1969,06,30,1981,09,30,10017
JAMES A. SCHNEIDER & COMPANY INC.,INDONESIA,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,1969,08,04,NONE,NONE,NONE,10004
